iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,iniTextoSubstCampo,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,resultado,reuniao,tipoReuniao,PSD,CH,IL,BE,PS,L,PCP,PAN,data,descricao,iniAnexos,idComissao,nomeComissao,competenteComissao,unanime,ausencias,António Maló De Abreu (Ninsc),peticoes,iniObs,publicacao,iniciativasOrigem,ano,leg
7,115571,I,G,Projeto de Regimento,XV,1,2022-03-29,2023-09-14,"Primeira alteração ao Regimento da Assembleia da República, n.º 1/2020 de 31 de agosto",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d4532596a59345a5330334d6a5a6a4c54517a5a44557459546b34596930305a6d4d344e4463774e544a684e6a6b755a47396a65413d3d&fich=cfa6b68e-726c-43d5-a98b-4fc847052a69.docx&Inline=true,,,,131719,PCP,,Votação final global,G,Grupos Parlamentares,PCP,Aprovado,152,RP,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,"Texto Final apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, relativo ao Projeto de Regimento n.º 1/XV/1.ª (BE); Projeto de Regimento n.º 3/XV/1.ª (PAN); Projeto de Regimento n.º 4/XV/1 (CH); Projeto de Regimento n.º 5/XV/1 (IL); Projeto de Regimento n.º 6/XV/1 (CH); Projeto de Regimento n.º 7/XV/1 (PCP); Projeto de Regimento n.º 8/XV/1 (L); Projeto de Regimento n.º 9 /XV/1 (PSD); e Projeto de Regimento n.º 10/XV/1 (PS).",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
8,115574,I,G,Projeto de Regimento,XV,1,2022-03-29,2023-09-14,"Altera o Regimento da Assembleia da República, admitindo o agendamento por arrastamento de projetos e propostas de resolução em termos análogos ao arrastamento de projetos e propostas de lei, repondo os debates quinzenais com o Primeiro-Ministro, instituindo um debate anual sobre o estado do ambiente e debates regulares em matérias de Direitos Humanos e sobre matérias europeias, e garantindo o envolvimento da Assembleia da República no processo de transposição de diretivas europeias",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c5a4745324e3255774d433168593259774c54517a5a575974596a6b35595330785954526c4f474a694e5751354d7a49755a47396a65413d3d&fich=eda67e00-acf0-43ef-b99a-1a4e8bb5d932.docx&Inline=true,,,,131724,L,Substituição de título e texto de iniciativa em 2022-07-15.,Votação final global,G,Grupos Parlamentares,L,Aprovado,152,RP,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,"Texto Final apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, relativo ao Projeto de Regimento n.º 1/XV/1.ª (BE); Projeto de Regimento n.º 3/XV/1.ª (PAN); Projeto de Regimento n.º 4/XV/1 (CH); Projeto de Regimento n.º 5/XV/1 (IL); Projeto de Regimento n.º 6/XV/1 (CH); Projeto de Regimento n.º 7/XV/1 (PCP); Projeto de Regimento n.º 8/XV/1 (L); Projeto de Regimento n.º 9 /XV/1 (PSD); e Projeto de Regimento n.º 10/XV/1 (PS).",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
831,115470,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Pelos direitos dos docentes das Escolas Artísticas António Arroio e Soares dos Reis,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338304d6a497759574d7a5a4330355a4745344c5451324d444974595455354d7930354e7a4d784d574a6c4e4468694d6a45755a47396a65413d3d&fich=4220ac3d-9da8-4602-a593-97311be48b21.docx&Inline=true,,,,173171,PCP,,Votação Deliberação,G,Grupos Parlamentares,PCP,Rejeitado,152,RP,A Favor,A Favor,Abstenção,A Favor,Contra,A Favor,A Favor,A Favor,2023-07-19,,,8332,Comissão de Educação e Ciência,S,,,,,,,,2023,l15
679,115511,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Consagra o Dia Nacional da Visibilidade Trans,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a597a466d5a445a694e6930355a5759324c54526b4e544974596a49315a43316c4f545930596a566c5a6a59354e546b755a47396a65413d3d&fich=3c1fd6b6-9ef6-4d52-b25d-e964b5ef6959.docx&Inline=true,,,,172894,PS,,Votação final global,G,Grupos Parlamentares,PS,Aprovado,152,RP,Contra,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,"Texto de Substituição apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias relativo aos Projetos de Resolução n.ºs 679/XV/1.ª (PS); e 687/XV/1.ª (PAN)",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
679,115510,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Consagra o Dia Nacional da Visibilidade Trans,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a597a466d5a445a694e6930355a5759324c54526b4e544974596a49315a43316c4f545930596a566c5a6a59354e546b755a47396a65413d3d&fich=3c1fd6b6-9ef6-4d52-b25d-e964b5ef6959.docx&Inline=true,,,,172894,PS,,Votação na especialidade,G,Grupos Parlamentares,PS,Aprovado,152,RP,A Favor,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,"Texto de Substituição apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias relativo aos Projetos de Resolução n.ºs 679/XV/1.ª (PS); e 687/XV/1.ª (PAN) - Votação da assunção pelo Plenário das votações indiciárias realizadas na especialidade em sede de Comissão",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
679,115508,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Consagra o Dia Nacional da Visibilidade Trans,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a597a466d5a445a694e6930355a5759324c54526b4e544974596a49315a43316c4f545930596a566c5a6a59354e546b755a47396a65413d3d&fich=3c1fd6b6-9ef6-4d52-b25d-e964b5ef6959.docx&Inline=true,,,,172894,PS,,Votação na generalidade,G,Grupos Parlamentares,PS,Aprovado,152,RP,Contra,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,"Texto de Substituição apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias relativo aos Projetos de Resolução n.ºs 679/XV/1.ª (PS); e 687/XV/1.ª (PAN)",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
687,115514,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo que crie o Dia Nacional da Visibilidade Trans,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533969596a5668596a68694e4330354d7a64694c5452695a6a4d744f47466a4e6931695a6a566a5a6d46684d546734595463755a47396a65413d3d&fich=bb5ab8b4-937b-4bf3-8ac6-bf5cfaa188a7.docx&Inline=true,,,,172907,PAN,,Votação final global,G,Grupos Parlamentares,PAN,Aprovado,152,RP,Contra,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,"Texto de Substituição apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias relativo aos Projetos de Resolução n.ºs 679/XV/1.ª (PS); e 687/XV/1.ª (PAN)",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
7,115570,I,G,Projeto de Regimento,XV,1,2022-03-29,2023-09-14,"Primeira alteração ao Regimento da Assembleia da República, n.º 1/2020 de 31 de agosto",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d4532596a59345a5330334d6a5a6a4c54517a5a44557459546b34596930305a6d4d344e4463774e544a684e6a6b755a47396a65413d3d&fich=cfa6b68e-726c-43d5-a98b-4fc847052a69.docx&Inline=true,,,,131719,PCP,,Votação na especialidade,G,Grupos Parlamentares,PCP,Aprovado,152,RP,A Favor,Abstenção,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,2023-07-19,"Artigo 126.º do Texto Final apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias, relativo ao Projeto de Regimento n.º 1/XV/1.ª (BE); Projeto de Regimento n.º 3/XV/1.ª (PAN); Projeto de Regimento n.º 4/XV/1 (CH); Projeto de Regimento n.º 5/XV/1 (IL); Projeto de Regimento n.º 6/XV/1 (CH); Projeto de Regimento n.º 7/XV/1 (PCP); Projeto de Regimento n.º 8/XV/1 (L); Projeto de Regimento n.º 9 /XV/1 (PSD); e Projeto de Regimento n.º 10/XV/1 (PS).",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
71,115496,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Abstenção,Contra,2023-07-19,"Proposta de alteração do PSD - Eliminação do n.º 4 do artigo 9.º do Decreto-Lei n.º 128/2014, constante do artigo 16.º do texto final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115500,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Contra,2023-07-19,Proposta de alteração do PSD - Eliminação do artigo 17.º do texto final,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115494,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,Abstenção,A Favor,Contra,Contra,Abstenção,Abstenção,A Favor,2023-07-19,"Proposta de alteração do PSD - Aditamento de um novo n.º 3 ao artigo 9.º do Decreto-Lei n.º 128/2014, de 29 de agosto, constante do artigo 16.º do texto final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
74,115505,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Define os objetivos, prioridades e orientações da política criminal para o biénio de 2023-2025",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338315a5745354e32466d4d4330344e7a4d304c5451784d6d49744f5449774e4330774f4749315a446c694d324d304e5455755a47396a65413d3d&fich=5ea97af0-8734-412b-9204-08b5d9b3c455.docx&Inline=true,,,,172814,,,Votação final global,V,Governo,Governo,Aprovado,152,RP,A Favor,Contra,Abstenção,Abstenção,A Favor,A Favor,Contra,Abstenção,2023-07-19,"Texto Final apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias relativo à Proposta de Lei n.º 74/XV/1.ª (GOV)",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
739,115466,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Garante a representação equilibrada de género na composição do Tribunal Constitucional e reforça a transparência do processo de cooptação de Juízes, procedendo à alteração à Lei n.º 28/82, de 15 de novembro",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338304e5759304e3255315a4330315a4749304c54526a593259745957566a4e4330334d444e6a4f44526d596a6b30596d4d755a47396a65413d3d&fich=45f47e5d-5db4-4ccf-aec4-703c84fb94bc.docx&Inline=true,,,,172844,PAN,,Votação na generalidade,G,Grupos Parlamentares,PAN,Rejeitado,152,RP,A Favor,Contra,Contra,A Favor,Contra,A Favor,Contra,A Favor,2023-07-19,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
77,115555,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Autoriza o Governo a proceder à reforma e simplificação dos licenciamentos no âmbito do urbanismo e ordenamento do território,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339694e575934596d59334e4330354d7a49324c5451355a6d51744f44566a597930344e4445314f445a6a4e574d794d7a67755a47396a65413d3d&fich=b5f8bf74-9326-49fd-85cc-841586c5c238.docx&Inline=true,,,,172871,,,Votação final global,V,Governo,Governo,Aprovado,152,RP,Abstenção,Contra,A Favor,Contra,A Favor,Contra,Contra,Contra,2023-07-19,,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
83,115561,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Transpõe a Diretiva (UE) 2021/1883, relativa às condições de entrada e de residência de nacionais de países terceiros para efeitos de emprego altamente qualificado",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c4d6a566a596a59794d5330354d5749354c54526c4d544174596a55355a5330794d57466a5a5749314e57557a596a4d755a47396a65413d3d&fich=e25cb621-91b9-4e10-b59e-21aceb55e3b3.docx&Inline=true,,,,172919,,,Votação final global,V,Governo,Governo,Aprovado,152,RP,A Favor,Contra,A Favor,A Favor,A Favor,Abstenção,A Favor,Abstenção,2023-07-19,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
98,115458,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera o regime jurídico da constituição e funcionamento das sociedades de profissionais abrangidas por associações públicas profissionais,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324d4759785a5451775a53316a5a4449334c54526c4e5751744f445a694e53316b597a4e684d4463314d7a52684f444d755a47396a65413d3d&fich=60f1e40e-cd27-4e5d-86b5-dc3a07534a83.docx&Inline=true,,,,173096,,,Votação na generalidade,V,Governo,Governo,Aprovado,152,RP,Contra,Contra,Abstenção,Contra,A Favor,Abstenção,Contra,Abstenção,2023-07-19,,,8334,"Comissão de Trabalho, Segurança Social e Inclusão",S,,,,,,,,2023,l15
12,115461,I,S,Proposta de Resolução,XV,1,2022-03-29,2023-09-14,"Aprova, para ratificação, o Acordo entre a República Portuguesa e a Roménia sobre Cooperação em matéria de Defesa, assinado em Bucareste, a 19 de maio de 2022",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533834596a5a684e574e6b4e6930334d4449774c5451334d6d597459574a6d4d6930314e6a51784d5756694d6a597a5a5455755a47396a65413d3d&fich=8b6a5cd6-7020-472f-abf2-56411eb263e5.docx&Inline=true,,,,172876,,,Votação global,V,Governo,Governo,Aprovado,152,RP,A Favor,A Favor,A Favor,Abstenção,A Favor,Abstenção,Contra,Abstenção,2023-07-19,,,8326,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,,,,,,,,2023,l15
316,115565,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo que proceda ao aperfeiçoamento dos dados constantes do Relatório Anual de Segurança Interna,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338354f574e6c4d5749304d7930324d5759774c5451305a5449744f4455355a43316d4e4451774f444532593246694e6a55755a47396a65413d3d&fich=99ce1b43-61f0-44e2-859d-f440816cab65.docx&Inline=true,,,,152150,IL,,Votação final global,G,Grupos Parlamentares,IL,Aprovado,152,RP,A Favor,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
97,115557,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Estabelece perdão de penas e amnistia de infrações praticadas por jovens,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338315a5459354d6a55774d7930315a4459324c5451784d4745744f44686d4f4331684f5759324e6d55304e574533597a6b755a47396a65413d3d&fich=5e692503-5d66-410a-88f8-a9f66e45a7c9.docx&Inline=true,,,,173095,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,Contra,A Favor,A Favor,Contra,A Favor,Contra,A Favor,2023-07-19,Proposta de alteração da IL – aditamento de um n.º 2 ao artigo 4.º da PPL,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
96,115457,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera os Estatutos de Associações Públicas Profissionais,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533969595759314d4441305a69307a5a446b784c5451355a6d5974596a64694e53316b5a54457a4d544e6c4d6d51334d4459755a47396a65413d3d&fich=baf5004f-3d91-49ff-b7b5-de1313e2d706.docx&Inline=true,,,,173094,,,Votação na generalidade,V,Governo,Governo,Aprovado,152,RP,Contra,Contra,Abstenção,Abstenção,A Favor,Abstenção,Contra,Abstenção,2023-07-19,,,8334,"Comissão de Trabalho, Segurança Social e Inclusão",S,,,,,,,,2023,l15
15,115463,I,S,Proposta de Resolução,XV,1,2022-03-29,2023-09-14,"Aprova a Convenção do Conselho da Europa sobre Coprodução Cinematográfica (revista), assinada em Roterdão, em 30 de janeiro de 2017",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314d7a4d324d5441355a4330354e6a426d4c54526d5a6a59744f44686b4e6930785a6d45304f4749304e44526d4d7a41755a47396a65413d3d&fich=5336109d-960f-4ff6-88d6-1fa48b444f30.docx&Inline=true,,,,173162,,,Votação global,V,Governo,Governo,Aprovado,152,RP,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,2023-07-19,,,8326,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,,,,,,,,2023,l15
858,115459,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Assegura a independência das Ordens Profissionais e altera o regime jurídico das sociedades de profissionais, assegurando a sua sujeição à disciplina e deontologia das associações públicas profissionais correspondentes",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794d4759784d474d304e4330304d6a466d4c5451314f444d744f4455344f43316c4e7a426a4e6d466d4f44686d4e4749755a47396a65413d3d&fich=20f10c44-421f-4583-8588-e70c6af88f4b.docx&Inline=true,,,,173179,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,152,RP,Contra,A Favor,Contra,Contra,Contra,Contra,Contra,Abstenção,2023-07-19,,,8334,"Comissão de Trabalho, Segurança Social e Inclusão",S,,,,,,,,2023,l15
71,115495,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,Abstenção,A Favor,Contra,Contra,Abstenção,Abstenção,Abstenção,2023-07-19,"Proposta de alteração do PSD - Eliminação do n.º 3 do artigo 9.º do Decreto-Lei n.º 128/2014, de 29 de agosto, constante do artigo 16.º do texto final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
793,115523,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Alargas as formas de pagamento do Apoio Extraordinário às Famílias mais vulneráveis, alterando o Decreto-lei n.º 21-A/2023, de 28 de março",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533835596a55785a446732596930304e5755314c5451794d4749744f474d354e69316d5a446469597a526d4d7a4d774e6a51755a47396a65413d3d&fich=9b51d86b-45e5-420b-8c96-fd7bc4f33064.docx&Inline=true,,,,172991,PCP,,Votação na especialidade,G,Grupos Parlamentares,PCP,Rejeitado,152,RP,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,2023-07-19,"Artigo 1.º; 
N.º 6 do artigo 4.º do Decreto-Lei n.º 23-A/2021, constante do artigo 2.º; 
 N.º 7 do artigo 4.º do Decreto-Lei n.º 23-A/2021, constante do artigo 2.º; 
N.º 10 do artigo 4.º do Decreto-Lei n.º 23-A/2021, constante do artigo 2.º.",,8334,"Comissão de Trabalho, Segurança Social e Inclusão",S,,,,,,,,2023,l15
787,115465,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Introdução do critério da paridade na composição do Tribunal Constitucional (Alteração à Lei de organização, funcionamento e processo do Tribunal Constitucional, Lei n.º 28/82, de 15 de novembro)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338774f446b344e32466c4d7930344d5755324c5451774e7a67745954566b4d5330334e446c6d596a63334d7a67795a5459755a47396a65413d3d&fich=08987ae3-81e6-4078-a5d1-749fb77382e6.docx&Inline=true,,,,172945,BE,,Votação na generalidade,G,Grupos Parlamentares,BE,Rejeitado,152,RP,A Favor,Contra,Contra,A Favor,Contra,A Favor,Contra,A Favor,2023-07-19,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
97,115558,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Estabelece perdão de penas e amnistia de infrações praticadas por jovens,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338315a5459354d6a55774d7930315a4459324c5451784d4745744f44686d4f4331684f5759324e6d55304e574533597a6b755a47396a65413d3d&fich=5e692503-5d66-410a-88f8-a9f66e45a7c9.docx&Inline=true,,,,173095,,,Votação final global,V,Governo,Governo,Aprovado,152,RP,A Favor,Contra,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
71,115478,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Contra,2023-07-19,Proposta de alteração do PSD – Eliminação da alínea c) do n.º 2 do artigo 1.º do texto final,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
76,115560,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Completa a transposição da Decisão-Quadro 2002/584/JAI e das Diretivas 2010/64/UE, 2012/13/UE e 2013/48/UE, relativas ao processo penal e ao mandado de detenção europeu",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d4e324a6b5a6a41325a4330354d54597a4c5451355a544574596a49304d6930304e6d49795a6d5977597a4177595463755a47396a65413d3d&fich=f7bdf06d-9163-49e1-b242-46b2ff0c00a7.docx&Inline=true,,,,172824,,,Votação final global,V,Governo,Governo,Aprovado,152,RP,A Favor,A Favor,A Favor,Abstenção,A Favor,Abstenção,Abstenção,A Favor,2023-07-19,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
